OID_,Latitude,Longitude,Altitude,Aerosol_Ty,Date,CWA,STATE_ZONE,Elevation,MH_AGL
42137,48.48074979,-108.6048121,4.21,6,2018-08-16,TFX,MT113,708,3.502
42138,48.48368455,-108.6059957,4.21,6,2018-08-16,TFX,MT113,709,3.501
42139,46.34406148,-123.2423676,3.7,6,2017-09-04,PQR,WA664,191,3.509
42140,46.34700775,-123.2434616,3.7,6,2017-09-04,PQR,WA664,180,3.52
42141,46.34995155,-123.2445558,3.7,6,2017-09-04,PQR,WA664,185,3.515
42142,46.35289304,-123.2456502,3.7,6,2017-09-04,PQR,WA664,229,3.471
42143,46.3558325,-123.2467447,3.7,6,2017-09-04,PQR,WA664,239,3.461
42144,46.3587702,-123.2478394,3.7,6,2017-09-04,PQR,WA664,274,3.426
42145,46.36170639,-123.2489342,3.7,6,2017-09-04,PQR,WA664,381,3.319
42146,46.36464135,-123.2500291,3.7,6,2017-09-04,PQR,WA664,404,3.296
42147,46.36757535,-123.2511242,3.7,6,2017-09-04,PQR,WA664,383,3.317
42148,46.37050864,-123.2522193,3.7,6,2017-09-04,PQR,WA664,326,3.374
42149,46.37344151,-123.2533146,3.7,6,2017-09-04,PQR,WA664,335,3.365
42150,46.37637421,-123.2544099,3.7,6,2017-09-04,PQR,WA664,367,3.333
42151,46.37930702,-123.2555054,3.7,6,2017-09-04,PQR,WA664,356,3.344
42152,46.38224019,-123.2566009,3.7,6,2017-09-04,PQR,WA664,412,3.288
42153,46.38517401,-123.2576964,3.7,6,2017-09-04,PQR,WA664,521,3.179
42154,46.38810873,-123.258792,3.7,6,2017-09-04,PQR,WA664,536,3.164
42155,46.39104462,-123.2598877,3.7,6,2017-09-04,PQR,WA664,586,3.114
42156,46.39398188,-123.2609834,3.7,6,2017-09-04,PQR,WA664,615,3.085
42157,46.39692048,-123.2620792,3.7,6,2017-09-04,PQR,WA664,520,3.18
42158,46.39986029,-123.2631751,3.7,6,2017-09-04,PQR,WA664,425,3.275
42159,46.4028012,-123.2642712,3.7,6,2017-09-04,PQR,WA664,410,3.29
42160,46.4057431,-123.2653675,3.7,6,2017-09-04,PQR,WA664,453,3.247
42161,46.40868589,-123.266464,3.7,6,2017-09-04,PQR,WA664,451,3.249
42162,46.41162944,-123.2675609,3.7,6,2017-09-04,PQR,WA664,366,3.334
42163,46.41457365,-123.2686581,3.67,6,2017-09-04,PQR,WA664,496,3.174
42164,46.4175184,-123.2697557,3.67,6,2017-09-04,PQR,WA664,549,3.121
42165,46.42046359,-123.2708537,3.67,6,2017-09-04,PQR,WA664,411,3.259
42166,46.4234091,-123.2719522,3.67,6,2017-09-04,PQR,WA664,545,3.125
42167,46.42635482,-123.2730512,3.67,6,2017-09-04,PQR,WA664,435,3.235
42168,46.42930063,-123.2741508,3.67,6,2017-09-04,PQR,WA664,501,3.169
42169,46.43224643,-123.2752511,3.67,6,2017-09-04,PQR,WA664,335,3.335
42170,46.43519211,-123.2763519,3.67,6,2017-09-04,PQR,WA664,330,3.34
42171,46.43813755,-123.2774535,3.67,6,2017-09-04,PQR,WA664,315,3.355
42172,46.44108271,-123.2785558,3.67,6,2017-09-04,PQR,WA664,321,3.349
42173,46.4440275,-123.279659,3.67,6,2017-09-04,PQR,WA664,281,3.389
42174,46.44697189,-123.2807631,3.67,6,2017-09-04,PQR,WA664,465,3.205
42175,46.44991581,-123.2818681,3.67,6,2017-09-04,PQR,WA664,475,3.195
42176,46.45285921,-123.2829741,3.67,6,2017-09-04,PQR,WA664,364,3.306
42177,46.45580202,-123.2840812,3.67,6,2017-09-04,PQR,WA664,271,3.399
42178,46.4587442,-123.2851894,3.67,6,2017-09-04,PQR,WA664,287,3.383
42179,46.46168568,-123.2862988,3.67,6,2017-09-04,PQR,WA664,311,3.359
42180,46.4646264,-123.2874095,3.67,6,2017-09-04,PQR,WA664,340,3.33
42181,46.46756632,-123.2885215,3.67,6,2017-09-04,PQR,WA664,283,3.387
42182,46.47050536,-123.2896349,3.67,6,2017-09-04,PQR,WA664,266,3.404
42183,46.47344348,-123.2907497,3.67,6,2017-09-04,PQR,WA664,404,3.266
42184,46.47638062,-123.2918661,3.67,6,2017-09-04,PQR,WA664,305,3.365
42185,46.47931671,-123.292984,3.67,6,2017-09-04,PQR,WA664,231,3.439
42186,46.48225175,-123.2941035,3.67,6,2017-09-04,PQR,WA664,204,3.466
42187,46.48518585,-123.2952244,3.67,6,2017-09-04,PQR,WA664,221,3.449
42188,46.48811921,-123.2963464,3.67,6,2017-09-04,PQR,WA664,230,3.44
42189,46.49105198,-123.2974693,3.67,6,2017-09-04,PQR,WA664,281,3.389
42190,46.49398434,-123.2985928,3.67,6,2017-09-04,PQR,WA664,305,3.365
42191,46.49691646,-123.2997167,3.67,6,2017-09-04,PQR,WA664,290,3.38
42192,46.49984851,-123.3008407,3.67,6,2017-09-04,PQR,WA664,400,3.27
42193,46.50278066,-123.3019646,1.96,3,2017-09-04,PQR,WA664,332,1.628
42194,46.50571309,-123.3030881,1.96,3,2017-09-04,PQR,WA664,455,1.505
42195,46.50864597,-123.3042109,1.96,3,2017-09-04,PQR,WA664,408,1.552
42196,46.51157946,-123.3053329,1.96,3,2017-09-04,PQR,WA664,261,1.699
42197,46.51451375,-123.3064537,1.96,3,2017-09-04,PQR,WA664,264,1.696
42198,46.517449,-123.3075731,1.96,3,2017-09-04,PQR,WA664,336,1.624
42199,46.52038537,-123.3086909,1.96,5,2017-09-04,PQR,WA664,284,1.676
42200,46.62344762,-121.8369703,2.65,5,2006-08-14,SEW,WA659,936,1.714
42201,46.62640855,-121.8380835,2.65,5,2006-08-14,SEW,WA659,970,1.68
42202,46.62936752,-121.8391989,2.65,5,2006-08-14,SEW,WA659,990,1.66
42203,46.63232422,-121.8403168,2.65,5,2006-08-14,SEW,WA659,843,1.807
42204,46.63527841,-121.8414372,2.65,5,2006-08-14,SEW,WA659,760,1.89
42205,46.63823022,-121.8425601,2.65,5,2006-08-14,SEW,WA659,957,1.693
42206,46.64117987,-121.8436851,2.65,5,2006-08-14,SEW,WA659,1132,1.518
42207,46.64412759,-121.8448119,2.65,5,2006-08-14,SEW,WA659,1187,1.463
42208,46.64707358,-121.8459401,2.65,5,2006-08-14,SEW,WA659,1321,1.329
42209,46.65001808,-121.8470694,2.65,5,2006-08-14,SEW,WA659,1424,1.226
42210,46.65296129,-121.8481995,2.65,5,2006-08-14,SEW,WA659,1431,1.219
42211,46.65590343,-121.8493302,2.65,5,2006-08-14,SEW,WA659,1253,1.397
42212,46.65884473,-121.8504609,2.65,5,2006-08-14,SEW,WA659,1218,1.432
42213,46.6617854,-121.8515916,2.65,5,2006-08-14,SEW,WA659,1178,1.472
42214,46.66472566,-121.8527217,2.65,5,2006-08-14,SEW,WA659,1201,1.449
42215,46.66766572,-121.8538511,2.65,5,2006-08-14,SEW,WA659,1139,1.511
42216,46.67060582,-121.8549793,2.65,5,2006-08-14,SEW,WA659,1040,1.61
42217,46.67354616,-121.8561061,2.65,5,2006-08-14,SEW,WA659,981,1.669
42218,46.67648697,-121.8572311,2.65,5,2006-08-14,SEW,WA659,942,1.708
42219,46.67942841,-121.8583542,2.65,5,2006-08-14,SEW,WA659,962,1.688
42220,46.68237049,-121.8594752,2.65,5,2006-08-14,SEW,WA659,1099,1.551
42221,46.68531316,-121.8605945,2.65,5,2006-08-14,SEW,WA659,1127,1.523
42222,46.68825637,-121.8617121,2.65,5,2006-08-14,SEW,WA659,1161,1.489
42223,46.69120007,-121.8628281,2.65,5,2006-08-14,SEW,WA659,1145,1.505
42224,46.69414421,-121.8639427,2.65,5,2006-08-14,SEW,WA659,1040,1.61
42225,46.69708875,-121.865056,2.65,5,2006-08-14,SEW,WA659,1027,1.623
42226,46.70003363,-121.8661681,2.65,5,2006-08-14,SEW,WA659,960,1.69
42227,46.70297882,-121.8672792,2.65,5,2006-08-14,SEW,WA659,907,1.743
42228,46.70592425,-121.8683895,2.65,5,2006-08-14,SEW,WA659,886,1.764
42229,46.70886989,-121.869499,2.65,5,2006-08-14,SEW,WA659,847,1.803
42230,46.71181569,-121.8706078,2.65,5,2006-08-14,SEW,WA659,803,1.847
42231,46.71476159,-121.8717161,2.65,5,2006-08-14,SEW,WA659,782,1.868
42232,46.71770756,-121.8728241,2.65,5,2006-08-14,SEW,WA659,763,1.887
42233,46.72065353,-121.8739319,2.65,5,2006-08-14,SEW,WA659,722,1.928
42234,46.72359949,-121.8750395,2.65,5,2006-08-14,SEW,WA659,672,1.978
42235,46.72654549,-121.8761473,2.65,5,2006-08-14,SEW,WA659,667,1.983
42236,46.72949158,-121.8772553,2.65,5,2006-08-14,SEW,WA659,669,1.981
42237,46.73243784,-121.8783638,2.65,5,2006-08-14,SEW,WA659,664,1.986
42238,46.73538434,-121.8794729,2.65,5,2006-08-14,SEW,WA659,670,1.98
42239,46.73833114,-121.8805829,2.65,5,2006-08-14,SEW,WA659,675,1.975
42240,46.74127832,-121.8816938,2.65,5,2006-08-14,SEW,WA659,739,1.911
42241,46.74422594,-121.882806,2.65,5,2006-08-14,SEW,WA659,849,1.801
42242,46.74717406,-121.8839196,2.65,5,2006-08-14,SEW,WA659,743,1.907
42243,46.75012276,-121.8850347,2.65,5,2006-08-14,SEW,WA659,699,1.951
42244,46.75307211,-121.8861515,2.65,5,2006-08-14,SEW,WA659,712,1.938
42245,46.75602217,-121.8872703,2.65,5,2006-08-14,SEW,WA659,918,1.732
42246,46.75897302,-121.8883913,2.65,5,2006-08-14,SEW,WA659,1046,1.604
42247,46.76192471,-121.8895145,2.65,5,2006-08-14,SEW,WA659,1233,1.417
42248,46.76487732,-121.8906403,2.65,5,2006-08-14,SEW,WA659,1390,1.26
42249,46.76783088,-121.8917686,2.65,5,2006-08-14,SEW,WA659,1409,1.241
42250,46.77078529,-121.8928992,2.65,5,2006-08-14,SEW,WA659,1632,1.018
42251,46.77374042,-121.8940318,2.65,5,2006-08-14,SEW,WA659,1527,1.123
42252,46.77669612,-121.8951659,2.65,5,2006-08-14,SEW,WA659,1539,1.111
42253,46.77965226,-121.8963012,2.65,5,2006-08-14,SEW,WA659,1568,1.082
42254,46.7826087,-121.8974374,2.65,5,2006-08-14,SEW,WA659,1622,1.028
42255,46.78556532,-121.898574,2.65,5,2006-08-14,SEW,WA659,1416,1.234
42256,46.78852196,-121.8997107,2.65,5,2006-08-14,SEW,WA659,1320,1.33
42257,46.7914785,-121.9008471,2.65,5,2006-08-14,SEW,WA659,1301,1.349
42258,46.7944348,-121.9019828,2.65,5,2006-08-14,SEW,WA659,1303,1.347
42259,46.79739072,-121.9031175,2.65,5,2006-08-14,SEW,WA659,1287,1.363
42260,46.80034613,-121.9042508,2.65,5,2006-08-14,SEW,WA659,1290,1.36
42261,46.63274555,-121.7923692,3.13,5,2018-08-15,SEW,WA659,1130,2
42262,46.63570801,-121.7934973,3.13,5,2018-08-15,SEW,WA659,1057,2.073
42263,46.638669,-121.7946236,3.13,5,2018-08-15,SEW,WA659,968,2.162
42264,46.64162832,-121.7957478,3.13,5,2018-08-15,SEW,WA659,1026,2.104
42265,46.64458574,-121.7968697,3.13,5,2018-08-15,SEW,WA659,1124,2.006
42266,46.64754105,-121.7979889,3.13,5,2018-08-15,SEW,WA659,1203,1.927
42267,46.6504941,-121.7991053,3.13,5,2018-08-15,SEW,WA659,1332,1.798
42268,46.65344507,-121.8002191,3.13,5,2018-08-15,SEW,WA659,1457,1.673
42269,46.65639419,-121.8013305,3.13,5,2018-08-15,SEW,WA659,1443,1.687
42270,46.65934169,-121.8024397,3.13,5,2018-08-15,SEW,WA659,1385,1.745
42271,46.66228783,-121.8035471,3.13,5,2018-08-15,SEW,WA659,1384,1.746
42272,46.66523284,-121.8046529,3.13,5,2018-08-15,SEW,WA659,1323,1.807
42273,46.66817696,-121.8057573,3.13,5,2018-08-15,SEW,WA659,1185,1.945
42274,46.67112043,-121.8068607,3.13,5,2018-08-15,SEW,WA659,1112,2.018
42275,46.67406349,-121.8079632,3.13,5,2018-08-15,SEW,WA659,1021,2.109
42276,46.67700638,-121.8090651,3.13,5,2018-08-15,SEW,WA659,946,2.184
42277,46.67994934,-121.8101667,3.13,5,2018-08-15,SEW,WA659,918,2.212
42278,46.68289261,-121.8112683,3.13,5,2018-08-15,SEW,WA659,953,2.177
42279,46.68583643,-121.81237,3.13,5,2018-08-15,SEW,WA659,947,2.183
42280,46.68878104,-121.8134723,3.13,5,2018-08-15,SEW,WA659,926,2.204
42281,46.69172668,-121.8145752,3.13,5,2018-08-15,SEW,WA659,931,2.199
42282,46.69467354,-121.8156791,3.13,5,2018-08-15,SEW,WA659,926,2.204
42283,46.69762156,-121.8167839,3.13,5,2018-08-15,SEW,WA659,892,2.238
42284,46.70057064,-121.8178896,3.13,5,2018-08-15,SEW,WA659,864,2.266
42285,46.70352067,-121.8189962,3.13,5,2018-08-15,SEW,WA659,878,2.252
42286,46.70647155,-121.8201036,3.13,5,2018-08-15,SEW,WA659,842,2.288
42287,46.70942318,-121.8212118,3.13,5,2018-08-15,SEW,WA659,786,2.344
42288,46.71237544,-121.8223208,3.13,5,2018-08-15,SEW,WA659,774,2.356
42289,46.71532824,-121.8234305,2.95,3,2018-08-15,SEW,WA659,778,2.172
42290,46.71828146,-121.8245408,2.95,3,2018-08-15,SEW,WA659,771,2.179
42291,46.721235,-121.8256518,2.95,3,2018-08-15,SEW,WA659,769,2.181
42292,46.72418877,-121.8267634,2.95,3,2018-08-15,SEW,WA659,786,2.164
42293,46.72714264,-121.8278755,2.95,3,2018-08-15,SEW,WA659,762,2.188
42294,46.73009652,-121.8289882,2.95,3,2018-08-15,SEW,WA659,757,2.193
42295,46.7330503,-121.8301013,2.95,3,2018-08-15,SEW,WA659,761,2.189
42296,46.73600388,-121.8312149,2.95,3,2018-08-15,SEW,WA659,799,2.151
42297,46.73895715,-121.8323289,2.95,3,2018-08-15,SEW,WA659,899,2.051
42298,46.74191008,-121.8334433,2.95,3,2018-08-15,SEW,WA659,965,1.985
42299,46.74486261,-121.8345582,2.95,3,2018-08-15,SEW,WA659,1028,1.922
42300,46.7478147,-121.8356734,2.95,3,2018-08-15,SEW,WA659,984,1.966
42301,46.75076631,-121.836789,2.95,3,2018-08-15,SEW,WA659,903,2.047
42302,46.7537174,-121.8379051,2.95,3,2018-08-15,SEW,WA659,868,2.082
42303,46.75666793,-121.8390216,2.95,3,2018-08-15,SEW,WA659,884,2.066
42304,46.75961785,-121.8401385,2.95,5,2018-08-15,SEW,WA659,900,2.05
42305,46.76256712,-121.8412559,2.95,5,2018-08-15,SEW,WA659,929,2.021
42306,46.7655157,-121.8423737,2.95,5,2018-08-15,SEW,WA659,1034,1.916
42307,46.76846354,-121.8434919,2.95,5,2018-08-15,SEW,WA659,1172,1.778
42308,46.77141061,-121.8446105,2.95,5,2018-08-15,SEW,WA659,1212,1.738
42309,46.77435686,-121.8457296,2.95,5,2018-08-15,SEW,WA659,1319,1.631
42310,46.77730225,-121.8468491,2.95,5,2018-08-15,SEW,WA659,1375,1.575
42311,46.78024673,-121.8479691,2.95,5,2018-08-15,SEW,WA659,1487,1.463
42312,46.78319031,-121.8490894,2.95,5,2018-08-15,SEW,WA659,1616,1.334
42313,46.7861331,-121.8502102,2.95,5,2018-08-15,SEW,WA659,1696,1.254
42314,46.78907526,-121.8513312,2.95,5,2018-08-15,SEW,WA659,1819,1.131
42315,46.79201695,-121.8524523,2.95,5,2018-08-15,SEW,WA659,1709,1.241
42316,46.79495834,-121.8535735,2.95,5,2018-08-15,SEW,WA659,1539,1.411
42317,46.79789957,-121.8546947,2.95,5,2018-08-15,SEW,WA659,1327,1.623
42318,46.80084083,-121.8558158,2.95,5,2018-08-15,SEW,WA659,1228,1.722
42319,46.80378225,-121.8569367,2.95,3,2018-08-15,SEW,WA659,1208,1.742
42320,46.806724,-121.8580572,2.95,3,2018-08-15,SEW,WA659,1471,1.479
42321,46.63684457,-121.7611693,2.29,5,2009-09-23,SEW,WA659,947,1.343
42322,46.63979493,-121.7622893,2.29,5,2009-09-23,SEW,WA659,1025,1.265
42323,46.6427433,-121.7634085,2.29,5,2009-09-23,SEW,WA659,1157,1.133
42324,46.64568992,-121.7645272,2.29,5,2009-09-23,SEW,WA659,1204,1.086
42325,46.64863501,-121.7656454,2.29,5,2009-09-23,SEW,WA659,1201,1.089
42326,46.65157882,-121.7667631,3.79,5,2009-09-23,SEW,WA659,1227,2.563
42327,46.65452156,-121.7678805,3.79,5,2009-09-23,SEW,WA659,1172,2.618
42328,46.65746348,-121.7689976,3.79,5,2009-09-23,SEW,WA659,1137,2.653
42329,46.6604048,-121.7701146,3.79,5,2009-09-23,SEW,WA659,1155,2.635
42330,46.66334575,-121.7712314,3.79,5,2009-09-23,SEW,WA659,1113,2.677
42331,46.66628657,-121.7723482,3.79,5,2009-09-23,SEW,WA659,1117,2.673
42332,46.66922749,-121.773465,2.65,5,2009-09-23,SEW,WA659,1235,1.415
42333,46.67216873,-121.7745819,2.65,5,2009-09-23,SEW,WA659,1172,1.478
42334,46.67511051,-121.775699,2.65,5,2009-09-23,SEW,WA659,1049,1.601
42335,46.6780529,-121.7768163,3.79,5,2009-09-23,SEW,WA659,897,2.893
42336,46.68099596,-121.7779337,3.79,5,2009-09-23,SEW,WA659,757,3.033
42337,46.68393974,-121.7790512,3.79,5,2009-09-23,SEW,WA659,714,3.076
42338,46.68688431,-121.7801688,3.79,5,2009-09-23,SEW,WA659,755,3.035
42339,46.68982971,-121.7812865,3.79,5,2009-09-23,SEW,WA659,969,2.821
42340,46.692776,-121.7824042,3.79,5,2009-09-23,SEW,WA659,1279,2.511
42341,46.69572323,-121.7835219,3.79,5,2009-09-23,SEW,WA659,1361,2.429
42342,46.69867146,-121.7846396,3.79,5,2009-09-23,SEW,WA659,1436,2.354
42343,46.70162074,-121.7857572,3.79,5,2009-09-23,SEW,WA659,1487,2.303
42344,46.70457114,-121.7868747,3.79,5,2009-09-23,SEW,WA659,1428,2.362
42345,46.70752269,-121.7879922,3.79,5,2009-09-23,SEW,WA659,1288,2.502
42346,46.71047547,-121.7891095,3.79,5,2009-09-23,SEW,WA659,1332,2.458
42347,46.71342951,-121.7902267,3.79,5,2009-09-23,SEW,WA659,1398,2.392
42348,46.71638489,-121.7913437,3.79,5,2009-09-23,SEW,WA659,1448,2.342
42349,46.71934162,-121.7924605,3.79,5,2009-09-23,SEW,WA659,1266,2.524
42350,46.72229962,-121.7935771,3.79,5,2009-09-23,SEW,WA659,1203,2.587
42351,46.72525878,-121.7946936,3.79,5,2009-09-23,SEW,WA659,1163,2.627
42352,46.72821899,-121.7958099,3.79,5,2009-09-23,SEW,WA659,1195,2.595
42353,46.73118013,-121.7969262,3.79,5,2009-09-23,SEW,WA659,1262,2.528
42354,46.7341421,-121.7980423,3.79,5,2009-09-23,SEW,WA659,1290,2.5
42355,46.73710478,-121.7991585,3.79,5,2009-09-23,SEW,WA659,1218,2.572
42356,46.74006806,-121.8002747,3.76,5,2009-09-23,SEW,WA659,1048,2.712
42357,46.74303183,-121.8013909,3.76,5,2009-09-23,SEW,WA659,1033,2.727
42358,46.74599598,-121.8025071,3.76,5,2009-09-23,SEW,WA659,1000,2.76
42359,46.74896039,-121.8036234,3.76,5,2009-09-23,SEW,WA659,895,2.865
42360,46.75192496,-121.8047399,3.76,5,2009-09-23,SEW,WA659,867,2.893
42361,46.75488958,-121.8058565,3.76,5,2009-09-23,SEW,WA659,885,2.875
42362,46.75785412,-121.8069732,3.76,5,2009-09-23,SEW,WA659,927,2.833
42363,46.76081848,-121.8080902,3.76,5,2009-09-23,SEW,WA659,935,2.825
42364,46.76378257,-121.8092074,3.76,5,2009-09-23,SEW,WA659,1104,2.656
42365,46.76674636,-121.8103249,3.76,5,2009-09-23,SEW,WA659,1187,2.573
42366,46.76970986,-121.8114425,3.76,5,2009-09-23,SEW,WA659,1152,2.608
42367,46.77267307,-121.8125605,3.76,5,2009-09-23,SEW,WA659,1085,2.675
42368,46.77563597,-121.8136786,3.76,5,2009-09-23,SEW,WA659,1097,2.663
42369,46.77859857,-121.8147971,3.76,5,2009-09-23,SEW,WA659,1115,2.645
42370,46.78156088,-121.8159158,3.76,5,2009-09-23,SEW,WA659,1211,2.549
42371,46.78452288,-121.8170347,3.76,3,2009-09-23,SEW,WA659,1339,2.421
42372,46.78748457,-121.8181539,3.76,3,2009-09-23,SEW,WA659,1436,2.324
42373,46.79044596,-121.8192734,3.76,3,2009-09-23,SEW,WA659,1523,2.237
42374,46.79340704,-121.8203931,4,3,2009-09-23,SEW,WA659,1521,2.479
42375,46.79636781,-121.8215131,4,3,2009-09-23,SEW,WA659,1611,2.389
42376,46.79932828,-121.8226334,4,3,2009-09-23,SEW,WA659,1690,2.31
42377,46.80228843,-121.823754,4,3,2009-09-23,SEW,WA659,1710,2.29
42378,46.80524826,-121.8248749,4,3,2009-09-23,SEW,WA659,1715,2.285
42379,46.80820778,-121.825996,4,3,2009-09-23,SEW,WA659,1611,2.389
42380,46.81116701,-121.8271174,4,3,2009-09-23,SEW,WA659,1608,2.392
42381,46.81412595,-121.8282391,4,3,2009-09-23,SEW,WA659,1746,2.254
42382,46.904664,-120.3377665,4.36,6,2010-08-02,OTX,WA676,562,3.798
42383,46.90762141,-120.3389085,4.36,6,2010-08-02,OTX,WA676,567,3.793
42384,46.91057895,-120.3400501,4.36,6,2010-08-02,OTX,WA676,565,3.795
42385,46.91353664,-120.3411913,4.36,6,2010-08-02,OTX,WA676,570,3.79
42386,46.91649452,-120.3423318,4.36,6,2010-08-02,OTX,WA676,579,3.781
42387,46.91945263,-120.3434717,4.36,6,2010-08-02,OTX,WA676,575,3.785
42388,46.92241099,-120.3446108,4.36,6,2010-08-02,OTX,WA676,572,3.788
42389,46.92536963,-120.345749,4.36,6,2010-08-02,OTX,WA676,567,3.793
42390,46.92832859,-120.3468862,4.36,6,2010-08-02,OTX,WA676,565,3.795
42391,46.93128789,-120.3480224,4.36,6,2010-08-02,OTX,WA676,569,3.791
42392,46.93424758,-120.3491573,4.36,6,2010-08-02,OTX,WA676,563,3.797
42393,46.93720767,-120.350291,4.36,6,2010-08-02,OTX,WA676,554,3.806
42394,46.9401682,-120.3514233,4.36,6,2010-08-02,OTX,WA676,565,3.795
42395,46.9431292,-120.3525542,4.36,6,2010-08-02,OTX,WA676,564,3.796
42396,46.9460907,-120.3536835,4.36,6,2010-08-02,OTX,WA676,555,3.805
42397,46.9490527,-120.3548111,4.36,6,2010-08-02,OTX,WA676,557,3.803
42398,46.95201507,-120.3559373,4.36,6,2010-08-02,OTX,WA676,554,3.806
42399,46.95497763,-120.3570621,4.36,6,2010-08-02,OTX,WA676,565,3.795
42400,46.95794022,-120.3581858,4.36,6,2010-08-02,OTX,WA676,572,3.788
42401,46.96090267,-120.3593086,4.36,6,2010-08-02,OTX,WA676,569,3.791
42402,46.96386481,-120.3604305,4.36,6,2010-08-02,OTX,WA676,572,3.788
42403,46.96682647,-120.3615519,4.36,6,2010-08-02,OTX,WA676,569,3.791
42404,46.97866497,-120.3660346,4.39,6,2010-08-02,OTX,WA676,565,3.825
42405,46.98162171,-120.3671555,4.39,6,2010-08-02,OTX,WA676,596,3.794
42406,46.98457696,-120.3682768,4.39,6,2010-08-02,OTX,WA676,611,3.779
42407,46.98753056,-120.3693988,4.39,6,2010-08-02,OTX,WA676,611,3.779
42408,46.99048233,-120.3705215,4.39,6,2010-08-02,OTX,WA676,578,3.812
42409,46.99343217,-120.3716452,4.39,6,2010-08-02,OTX,WA676,573,3.817
42410,46.99638025,-120.3727698,4.03,6,2010-08-02,OTX,WA676,594,3.436
42411,46.99932679,-120.3738952,4.03,6,2010-08-02,OTX,WA676,570,3.46
42412,47.00227202,-120.3750213,4.03,6,2010-08-02,OTX,WA676,579,3.451
42413,47.00521617,-120.3761481,4,6,2010-08-02,OTX,WA676,608,3.392
42414,47.00815948,-120.3772755,4,6,2010-08-02,OTX,WA676,612,3.388
42415,47.01110217,-120.3784034,4,6,2010-08-02,OTX,WA676,596,3.404
42416,47.01404447,-120.3795317,4.48,6,2010-08-02,OTX,WA676,586,3.894
42417,47.0169866,-120.3806604,4.48,6,2010-08-02,OTX,WA676,565,3.915
42418,47.01992881,-120.3817894,4.48,6,2010-08-02,OTX,WA676,568,3.912
42419,47.03170291,-120.3863066,4.48,6,2010-08-02,OTX,WA676,588,3.892
42420,47.0346489,-120.3874359,4.48,6,2010-08-02,OTX,WA676,594,3.886
42421,47.03759627,-120.388565,4.48,6,2010-08-02,OTX,WA676,601,3.879
42422,47.04054496,-120.3896939,4.48,6,2010-08-02,OTX,WA676,608,3.872
42423,47.04349482,-120.3908227,4.48,6,2010-08-02,OTX,WA676,614,3.866
42424,47.04644574,-120.3919512,4.48,6,2010-08-02,OTX,WA676,622,3.858
42425,47.04939758,-120.3930796,4.48,6,2010-08-02,OTX,WA676,630,3.85
42426,47.0523502,-120.3942077,4.48,6,2010-08-02,OTX,WA676,636,3.844
42427,47.05530348,-120.3953356,4.48,6,2010-08-02,OTX,WA676,643,3.837
42428,47.06712052,-120.399845,4.36,5,2010-08-02,OTX,WA676,670,3.69
42429,47.07007511,-120.4009717,4.36,5,2010-08-02,OTX,WA676,672,3.688
42430,47.07302956,-120.4020982,4.36,5,2010-08-02,OTX,WA676,677,3.683
42431,47.07598374,-120.4032244,4.36,6,2010-08-02,OTX,WA676,698,3.662
42432,47.07893753,-120.4043503,4.36,6,2010-08-02,OTX,WA676,722,3.638
42433,46.89760326,-120.3740486,2.32,3,2015-08-16,OTX,WA676,564,1.756
42434,46.9005546,-120.375169,2.68,2,2015-08-16,OTX,WA676,554,2.126
42435,46.9035056,-120.3762888,2.68,2,2015-08-16,OTX,WA676,533,2.147
42436,46.90645635,-120.3774082,2.68,2,2015-08-16,OTX,WA676,525,2.155
42437,46.9094069,-120.3785273,2.68,3,2015-08-16,OTX,WA676,522,2.158
42438,46.91235733,-120.3796463,2.68,3,2015-08-16,OTX,WA676,525,2.155
42439,46.91530768,-120.3807654,2.68,3,2015-08-16,OTX,WA676,504,2.176
42440,46.91825792,-120.3818846,2.68,3,2015-08-16,OTX,WA676,503,2.177
42441,46.92120799,-120.3830042,2.68,3,2015-08-16,OTX,WA676,503,2.177
42442,46.92415785,-120.3841243,2.68,3,2015-08-16,OTX,WA676,507,2.173
42443,46.92710745,-120.3852449,2.68,3,2015-08-16,OTX,WA676,507,2.173
42444,46.93005672,-120.3863663,2.68,3,2015-08-16,OTX,WA676,501,2.179
42445,46.93300563,-120.3874886,2.68,3,2015-08-16,OTX,WA676,495,2.185
42446,46.90833058,-120.3103115,2.8,6,2017-08-05,OTX,WA676,696,2.104
42447,46.91129191,-120.311436,2.8,6,2017-08-05,OTX,WA676,711,2.089
42448,46.91425268,-120.3125605,3.16,6,2017-08-05,OTX,WA676,691,2.469
42449,46.91721273,-120.3136851,3.16,6,2017-08-05,OTX,WA676,696,2.464
42450,46.92017194,-120.3148096,3.16,6,2017-08-05,OTX,WA676,694,2.466
42451,46.92313016,-120.3159342,2.26,6,2017-08-05,OTX,WA676,636,1.624
42452,46.92608724,-120.3170589,2.26,6,2017-08-05,OTX,WA676,704,1.556
42453,46.92904305,-120.3181835,2.26,6,2017-08-05,OTX,WA676,751,1.509
42454,46.93199745,-120.3193081,2.56,6,2017-08-05,OTX,WA676,794,1.766
42455,46.93495029,-120.3204328,2.56,6,2017-08-05,OTX,WA676,753,1.807
42456,46.93790143,-120.3215574,2.56,6,2017-08-05,OTX,WA676,731,1.829
42457,46.94085074,-120.3226821,2.89,6,2017-08-05,OTX,WA676,703,2.187
42458,46.94379807,-120.3238068,2.89,6,2017-08-05,OTX,WA676,666,2.224
